#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 4411, 2,KB0G,    -0.30, 3,   boost,   -0.00,  77410.00, 2213.54,   -0.83,    0.00, 31.2, 4.18, 4.24, 4.17,   9.84,  -0.34,   0.26,  -0.05,   0.06,   0.10,  -0.18,   0.03,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.29, 3,   boost,   -0.00,  77406.00, 2213.96,   -0.41,    0.00, 31.2, 4.18, 4.24, 4.17,   9.55,  -0.37,   0.25,   0.01,  -0.12,   0.04,  -0.19,   0.04,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.28, 3,   boost,   -0.00,  77411.00, 2213.44,   -0.93,    0.00, 31.2, 4.18, 4.24, 4.17,   9.67,  -0.39,   0.42,   0.19,   0.12,  -0.02,  -0.19,   0.04,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.27, 3,   boost,   -0.00,  77405.00, 2214.06,   -0.31,    0.00, 31.2, 4.18, 4.24, 4.17,  10.07,  -0.33,   0.75,   0.13,  -0.31,  -0.02,  -0.17,   0.03,  -0.98,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.26, 3,   boost,   -0.00,  77393.00, 2215.30,    0.93,    0.00, 31.2, 4.18, 4.24, 4.17,   9.83,  -0.35,   0.34,  -0.05,   0.24,   0.10,  -0.17,   0.05,  -0.98,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.25, 3,   boost,   -0.00,  77402.00, 2214.37,    0.00,    0.00, 31.2, 4.18, 4.24, 4.17,   9.89,  -0.42,   0.12,  -0.17,  -0.37,   0.10,  -0.18,   0.04,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.24, 3,   boost,   -0.00,  77406.00, 2213.96,   -0.41,    0.00, 31.2, 4.18, 4.24, 4.17,   9.96,  -0.38,  -0.09,  -0.23,   0.18,   0.04,  -0.17,   0.04,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.23, 3,   boost,   -0.00,  77396.00, 2214.99,    0.62,    0.00, 31.2, 4.18, 4.24, 4.17,   9.96,  -0.58,  -0.04,   0.19,  -0.06,  -0.09,  -0.18,   0.04,  -0.99,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.22, 3,   boost,   -0.00,  77402.00, 2214.37,    0.00,    0.00, 31.2, 4.18, 4.24, 4.17,   9.70,  -0.37,   0.11,   0.25,  -0.06,  -0.02,  -0.18,   0.03,  -0.98,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
6, 4411, 2,KB0G,    -0.21, 3,   boost,   -0.00,  77409.00, 2213.64,   -0.72,    0.00, 31.2, 4.18, 4.24, 4.17,   9.87,  -0.54,   0.50,  -0.11,  -0.12,   0.04,  -0.19,   0.04,  -0.97,   2.26, 4.19, 4.19, 0.00, 0.00, 0.00, 1, 1,  7,  37.3838425,-106.1050358,  2374.0, 2020,  8,  8, 17, 25,  8,        0,        0,   0,   0,   2.2,   1.4,   1.8,  0, 42,  0,  0, 37, 40,  0,  0, 43,  0,  0, 32,  0,  0,  0,  0,  0, 35, 42,  0,  0,  0,  0,  0, 37,  0,  0,  0, 35,  0,  0,  0
